"He deems it a great honour to be invited for the meeting.
",اِجلاس خٲطرٕ دعوت دِنس چُھ سُہ سیٚٹھا احتِرام سمجان۔,سمجھتا,,,,,,,,,,,,,
"She took out water from a deep well.
",تمہِ کوٚڈ اکہِ سرٛنہِ کیٖرِ منٛزٕ آب۔,گہرا,,,,,,,,,,,,,
"His remarks have deep meanings.
",تٔمۍ سٕنٛزن کتھن چُھ سنٛجیٖدٕ معنی۔,گہرا، سنجیدہ,,,,,,,,,,,,,
"His involvement in the affair was very deep.
",اتھ مسلس منٛز ٲس تٔمۍ سٕنٛز شموٗلیت سیٚٹھا زیادٕ۔,بہت زیادہ، شدید,,,,,,,,,,,,,
"He was deep asleep when Ram came.
",سُہ اوس مس نیٚندرِ منٛز ییٚلہِ رام آو۔,گہرا,,,,,,,,,,,,,
"He is deeply interested in religious matters.
",سُہ چُھ مذہبی معاملن منٛز سنٛجیٖدگی سان دِلچسپی تھاوان,شد سے، گہرائی سے,,,,,,,,,,,,,
"He saw a deer in the zoo.
",تٔمۍ وُچھ چڑیا گرس منٛز اکھ روٗسۍ کٔٹ۔,ہرن,,,,,,,,,,,,,
"Our team was defeated in the match.
",سانہِ ٹیٖمہِ آیہِ میچس منٛز شِکست دِنہٕ۔,شکست ملنا,,,,,,,,,,,,,
"He was defeated in the arguments.
",تٔمۍ اوس بحژس منٛز ہورمُت۔,ہارنا,,,,,,,,,,,,,
"That was a humiliating defeat.
",یہِ ٲس اکھ رُسوٲیی واجیٚنۍ ناکٲمی۔,شکست، ہار,,,,,,,,,,,,,
"They fought for the defence of the country.
",تِمو لوٚڈ ملکہٕ کہِ حفاظتہٕ خٲطرٕ۔,تحفظ، دفاع,,,,,,,,,,,,,
"He had nothing to say for his defence.
",تٔمِس اوس نہٕ پنٛنِس بچاوس منٛز ونٛنہٕ خٲطرٕ کِہیٖن تہِ۔,بچاو,,,,,,,,,,,,,
They have put up a new defence in the town.,تِمو چُُھ قصبس منٛز اکھ نوٚو مورچہٕ کھڑا کوٚرمُت۔,مورچہ,,,,,,,,,,,,,
"He defended himself with an umbrella.
",تٔمۍ بچوو پنُن پان چٔھترِ سۭتۍ۔,بچانا,,,,,,,,,,,,,
"She defended herself from the attack. 
",تٔمۍ کوٚر پنٛنِس پانس حملہٕ نِش بچاو۔,تحفظ کرنا,,,,,,,,,,,,,
"He has to defend himself as a captain.
",تٔمِس چُھ پنُن پان بطورِ کپتان برقرار تھاوُن۔,برقرار رکھنا,,,,,,,,,,,,,
"The army was deployed as a defensive force.
",فوج اوس أکِس حِفٲظتی طاقت کِس طورس پیٚٹھ تعینات کرنہٕ آمُت۔,دفاعی، محافظہ,,,,,,,,,,,,,
"These are purely defensive measures. 
",یِم چھِ بِلکُل بچٲوی اِقدامات۔,دفاعی,,,,,,,,,,,,,
"He faced a deficit after switching to the new work.
",نوِ کامہِ پٮ۪ٹھ گژھنہٕ پتہٕ گوٚو تٔمِس گاٹہٕ۔,خسارہ، گھاٹا,,,,,,,,,,,,,
"I will define all the topics.
",بہٕ وٮ۪ژھناوٕ سٲری موضوٗع۔,وضاحت کرنا,,,,,,,,,,,,,
These categories are not well defined.,یِم درجہٕ بٔنٛدِیہِ چھےٚ نہٕ جان پٲٹھۍ بیان کٔرِتھ۔,بیان کرنا,,,,,,,,,,,,,
They defined the powers of the judge.,تِمو کٔرۍ جج سٕنٛدۍ اختیار واضح۔,واضح کرنا,,,,,,,,,,,,,
"The powers of a judge are defined in the constitution.
",جج سٕنٛدۍ اختیارات چھِ ٲیٖنس منٛز بیان کرنہٕ آمٕتۍ۔,بیان کرنا,,,,,,,,,,,,,
"He explained everything in a definite way.
",تٔمۍ کوٚر پرٛٮ۪تھ کانٛہہ چیٖز خاص انٛدازس منٛز بیان۔,واضح,,,,,,,,,,,,,
"He will definitely come to receive her at the airport.
",سُہ یی ضروٗر تس ہوٲیی اڈس پٮ۪ٹھ اِستقبال کرنہِ۔,یقینی طور پر,,,,,,,,,,,,,
She definitely needs the money.,بے شک چھےٚ تٔمِس پونٛسن ہِنٛز ضٔروٗرت۔,بے شک، صحیح طور پر,,,,,,,,,,,,,
"He defined his views definitely.
",تٔمۍ کٔر ۍ واضح طور پنٕنۍ خیالات بیان۔,واضح طور پر,,,,,,,,,,,,,
"Can you give definition of this word?
",تُہۍ ہیٚکوٕ مےٚ ییٚمہِ لفظٕچ وضاحت دِتھ؟,وضاحت,,,,,,,,,,,,,
"The definition of a skilled writer is his ability to use appropriate words.
",أکِس مٲہِر لکھٲرۍ سٕنٛز تعریٖف چھےٚ تٔمۍ سُنٛد منٲسِب لفظن ہُنٛد اِستعمال کرنٕچ صلٲحیت۔,تعریف,,,,,,,,,,,,,
"The television he bought has a good definition.
",یُس تٔمۍ ٹی وی اوٚن تتھ چُھ جان معیار۔,معیار,,,,,,,,,,,,,
His plan is to get a degree in economics and then work abroad.,تٔمۍ سُنٛد منصوٗبہٕ چُھ معاشِیاتس منٛز ڈِگری حٲصِل کرٕنۍ تہٕ پتہٕ بیٖروٗنی مُلکس منٛز کٲم کرٕنۍ۔,ڈگری,,,,,,,,,,,,,
He is honest to a degree.,سُہ چُھ أکِس حدس تانۍ ایٖماندار۔,حد تک,,,,,,,,,,,,,
"You should not delay the action further.
",ژےٚ پزی نہٕ کاروٲیی منٛز مزیٖد دیٖری کرٕنۍ۔,تاخیر کرنا,,,,,,,,,,,,,
"The function will start without any delay.
",تقریٖب گژھِ کُنہِ تہِ دیٖری ورٲے شروٗع۔,تاخیر,,,,,,,,,,,,,
"The delegates from different organizations have come.
",مُختٔٔلِف تنظیٖمن ہِنٛدۍ نُمٲیِنٛدٕ چھِ آمٕتۍ۔,نمائندہ، مندوبین,,,,,,,,,,,,,
"She is delegated with the management of the office.
",تٔمِس چُھ دفتر کہِ اِنتِظایاہٕکۍ اِختیارات دِنہٕ آمٕتۍ۔,سونپنا، اختیار دینا,,,,,,,,,,,,,
"Aslam was delegated to the Internaional Conference by his Institute.
",اسلم اوس پنٕنۍ ادارن بین الاقوامی کانفرنس منٛز بطورِ نُمٲیِنٛدٕ سوٗزمُت۔,نمائندے کے طور پر بھیجنا، تفویض کرنا,,,,,,,,,,,,,
"There was a deliberate attempt to create mess.
",فساد تُلنٕچ ٲس امدَن کوٗشِش۔,جان بوجھ کر,,,,,,,,,,,,,
You can take time to deliberate.,تُہۍ ہیٚکِو غور کرنہٕ خٲطرٕ وقت نِتھ۔,غورو خوض کرنا,,,,,,,,,,,,,
"They deliberated over the issue for full two hours.
",تِمو کوٚر معاملس پیٚٹھ پوٗرٕ دۄن گٲنٛٹن بحژ۔,بحث کرنا، مشورہ کرنا,,,,,,,,,,,,,
"They deliberately avoided the issue.
",تِمو کوٚر زٲنِتھ مٲنِتھ مسلہٕ نظر انٛداز۔,جان بوجھ کر,,,,,,,,,,,,,
She is known for her delicacy.,سۄ چھےٚ پنٛنہِ نزاکت خٲطرٕ مانٛنہٕ یِوان۔,نفاست پسندی، نفیس غذا,,,,,,,,,,,,,
Babies have very delicate skin.,بچن ہِنٛز ژم چھےٚ واریاہ نوزُک آسان۔,نازک,,,,,,,,,,,,,
"The delicate carvings on the temple walls are very impressive.
",مندر چٮ۪ن لبن پٮ۪ٹھ زٲوِج نقٲشی چھےٚ واریاہ مُتٲثِر کروٕنۍ۔,باریک,,,,,,,,,,,,,
"The eye surgery is very delicate.
",أچھ ہِنٛز جرٲحی چھےٚ واریاہ ٲوِج آسان۔,نازک,,,,,,,,,,,,,
"His delight to see her was quite obvious.
",تٔمِس وٕچِھتھ تٔمۍ سٕنٛز خوشی ٲس بِلکُل واضح۔,خوشی,,,,,,,,,,,,,
"The people of the village were delighted at the arrival of the leader.
",گامٕکۍ لوٗکھ ٲسۍ سربراہ سٕنٛدِس یِنس پیٚٹھ واریاہ خۄش گٔمٕۍ۔,خوش ہونا,,,,,,,,,,,,,
"Her delighted smile made him forget all his sorrows.
",تٔمۍ سٕنٛدِ خۄشونہِ اسنہٕ سۭتۍ گٔیہِ تس سٲری غم مٔشِد۔,مسرت بھری,,,,,,,,,,,,,
"The comedy was delightful.
",مزاحیہ اوس خۄشوُن۔,خوشگوار,,,,,,,,,,,,,
"The postman comes to deliver the letters.
",ڈاکہٕ وول چُھ چِٹھِ تراونہِ یِوان۔,پہنچانا,,,,,,,,,,,,,
"The lecture was delivered by a well known scholar.
",بیان اوس أکۍ مشہوٗر عٲلِمن دیُتمُت۔,دینا,,,,,,,,,,,,,
"She delivered twins at the hospital.
",تٔمِس زایہِ شفاخانس منٛز دُچہِ۔,جنم دینا,,,,,,,,,,,,,
"He delivered couple of punches with great force.
",تٔمۍ لایہِ بڑٕ زورٕ سان مُشہٕ جورا۔,لگانا,,,,,,,,,,,,,
"The police delivered the people from the dacoits.
",پولیٖسن ترٛاونٲوۍ لوٗکھ ڈاکوٗون نِش یلہٕ۔,نجات دلانا، بچانا، چُھڑانا,,,,,,,,,,,,,
They have been delivering good services.,تِم چھِ جان خٕدمات فراہم کران۔,مہیا کرنا، فراہم کرنا,,,,,,,,,,,,,
"The company made delivery of the goods on time.
",کمپنی کٔر مالٕچ حوالگی وقتس پیٚٹھ۔,حوالگی,,,,,,,,,,,,,
She went to the hospital for her delivery.,سۄ ٲس پرٛیٚسنہٕ خٲطرٕ شفا خانس منٛز گٔمٕژ۔,بچے کو جنم دینا,,,,,,,,,,,,,
"Her delivery of Hindi is very poor.
",تٔمۍ سُنٛد ہِنٛدی بولنُک طٔریٖقہٕ چُھ واریاہ خراب۔,بولنے کا طریقہ,,,,,,,,,,,,,
"The delivery van came with the parcels.
",سامان واتناون واجیٚنۍ وین آیہِ پارسَل ہٮ۪تھ۔,سامان پہنچانے والا,,,,,,,,,,,,,
"Every demand of a child should not be fulfilled.
",بچہٕ سٕنٛز پرٛٮ۪تھ کانٛہہ منٛگ گژھِ نہٕ پوٗرٕ کرٕنۍ۔,مانگ,,,,,,,,,,,,,
"Women demand for their participation in the Board.
",زنانہٕ چھےٚ بورڈس منٛز پنٛنہِ شِرکت خٲطرٕ مُطالبہٕ کران۔,مطالبہ کرنا,,,,,,,,,,,,,
"Child rearing demands a lot of patience.
",بچہٕ رچُھن چُھ واریاہ صبرُک تقاضہٕ کران۔,تقاضا کرنا,,,,,,,,,,,,,
Her job is very demanding.,تٔمۍ سٕنٛز نوکری چھےٚ واریاہ مُشکِل۔,مشکل,,,,,,,,,,,,,
"Demarcate the boundaries of the plot with lime.
",زمیٖنہٕ ٹُکرٕچ حد بنٛدی کٔرِو چوٗنہٕ سۭتۍ۔,متعین کرنا,,,,,,,,,,,,,
"Democracy is the government represented by people.
",جمہوٗریت چھےٚ سۄ حکوٗمت ییٚمِچ نُماینٛدگی عوام چُھ کران۔,جمہوریت,,,,,,,,,,,,,
This is a big step forward for democracy.,یہِ چُھ جمہوریت خٲطرٕ اکھ بوٚڑ قدم۔,جمہوریت,,,,,,,,,,,,,
"India has a democratic system of governance.
",ہنٛدوستانس منٛز چُھ حُکُمرٲنی ہُنٛد جمہوٗری نِظام۔,جمہوری,,,,,,,,,,,,,
"These figures clearly demonstrate the economic status.
",یِم اعداد و شمار چھِ صاف پٲٹھۍ معٲشی حیثیت ظٲہِر کران۔,ظاہر کرنا,,,,,,,,,,,,,
I will demonstrate some of the difficulties we are facing.,بہٕ سمجاوٕ کیٚنٛہہ مُشکِلات یِمن ہُنٛد أسۍ مُقابلہٕ چھِ کران۔,مظاہرہ کرنا، پیش کرنا,,,,,,,,,,,,,
The demonstration lasted for an hour.,ہاونٕچ عمل روٗز أکِس گٲنٛٹس تانۍ جٲری۔,دکھانے کی عمل، مظاہرہ,,,,,,,,,,,,,
"Dengue is a dangerous disease.
",ڈینگوٗ چھےٚ اکھ خطرناک بٮ۪مٲرۍ۔,ڈینگی، لال بخار,,,,,,,,,,,,,
"Her denial of my advice hurts me. 
",میٛٲنِس مشوَرس تٔمۍ سُنٛد اِنٛکار چُھ مےٚ دِلس لگان۔,انکار,,,,,,,,,,,,,
The patient is still in denial.,مریٖض چُھ وُنہِ تہِ نظر انٛدٲزی منٛز۔,نظر اندازی,,,,,,,,,,,,,
Which denomination of the bill will you be paying?,بِلہِ ہُنٛد کُس رقم کٔرِو تُہۍ ادا؟,رقم، فرقہ,,,,,,,,,,,,,
"You should denounce oppression.
",ژےٚ پزی ظُلمٕچ مذمت کرٕنۍ۔,مذمت کرنا,,,,,,,,,,,,,
"He denounced to the police about the crime.
",تٔمۍ دِژ پُلیٖسس جُرمس مُتعلق خبر۔,خبر دینا، مخبری کرنا، معلومات دینا,,,,,,,,,,,,,
"The density of population is quite high in Kerela.
",کیرلا ہس منٛز چھِ آبٲدی ہُنٛد گَنیٚر واریاہ کثیٖر,کثافت، گھنا پن,,,,,,,,,,,,,
"One cannot deny the truth.
",حقیٖقتس ہیٚکہِ نہٕ کانٛہہ تہِ اِنکار کٔرِتھ۔,انکار کرنا، مکرنا,,,,,,,,,,,,,
"Do not deny her explanation.
",تٔمۍ سٕنٛز وضاحت مہ ٹھہرٲیِو غلط۔,رد کرنا، تردید کرنا,,,,,,,,,,,,,
"The linguistics department is near the front gate.
",شعبہ لِسنیات چُھ بروٚنٛہمِس گیٹس نِشی۔,,,,,,,,,,,,,,
"I will call you before our departure from the station.
",بہٕ کَرَے ژےٚ سٹیشن پٮ۪ٹھٕ پنٛنہِ روانگی بروٚنہہ فون۔,روانگی، رخصتی,,,,,,,,,,,,,
They depend on their son for their livelihood.,تِم چھِ روزی خٲطرٕ پنٛنِس نیٚچوِس ماتحت۔,محتاج ہونا,,,,,,,,,,,,,
"I can`t depend on you any more.
",بہٕ ہٮ۪کہٕ نہٕ ژےٚ پٮ۪ٹھ مزیٖد بروسہٕ کٔرِتھ۔,انحصار کرنا,,,,,,,,,,,,,
"We cannot depend on others for daily needs.
",ٲسۍ ہٮ۪کو نہٕ پنٛنٮ۪ن دۄہ دِش کٮ۪ن ضروٗریاتن خٲطرٕ بیٚین پیٚٹھ دارمَدار روٗزِتھ,منحصر ہونا,,,,,,,,,,,,,
"The final decision is dependent on her verdict.
",ٲخری فٲصلہٕ چُھ تٔمۍ سٕنٛدِس فٲصلس ماتحت۔,منحصر,,,,,,,,,,,,,
"Merely deploring the increasing incidents of violence in the valley is not enough.
",وادی منٛز تشدد کٮ۪ن واقعاتن ہِنٛدِس بڑنس پٮ۪ٹھ مذمتٕے یٲژ کرٕنۍ چھےٚ نہٕ سیٚٹھا۔,افسوس کرنا، غصہ کرنا، غم کرنا,,,,,,,,,,,,,
"The troops have been deployed along the border.
",فوجی آیہِ سرحدس انٛدٕ ونٛدٕ تعینات کرنہٕ۔,تعینات کرنا,,,,,,,,,,,,,
"We need to make slight depression near the well.
",اسہِ چُھ کیٖرِس نِش تھوڑا دۄب ہیوٗ بناونٕچ ضروٗرت۔,گڑھا,,,,,,,,,,,,,
She suffered from severe depression after losing her job.,نوکری اتھٕ گژھنہٕ پتہٕ گٔیہٕ سۄ سخٕت دِل مٔلوٗلی ہِنٛز شِکار۔,ذہنی دباؤ، دل شکستگی,,,,,,,,,,,,,
"He was deprived of the family inheritance.
",سُہ اوس خانٛدٲنی وراثتہٕ نِش محروٗم کرنہٕ آمُت۔,محروم کرنا,,,,,,,,,,,,,
"The depth of emotions is unimaginable.
",جذباتن ہُنٛد سرٛنٮ۪ر چُھ ناقٲبلہِ تصوُر۔,گہرائی,,,,,,,,,,,,,
"They shifted to the new house in the depth of winter.
",تِم گٔیہٕ ونٛدٕ کِس شِدَتس منٛز نٔیِس مکانس منٛز۔,شدت,,,,,,,,,,,,,
"I'm acting as deputy till the headmaster returns.
",ہیٚڈ ماسٹر سٕنٛدِس واپس یِنَس تانۍ چُھس بہٕ نٲیِب سٕنٛدِس طورس پیٚٹھ کٲم کران۔,نائب,,,,,,,,,,,,,
He has been elevated to deputy manager.,سُہ چُھ ترقی دِتھ نٲیِب منظم بناونہٕ آمُت۔,نائب,,,,,,,,,,,,,
"She derives great pleasure from reading.
",سۄ چھےٚ پرنہٕ سۭتۍ واریاہ سکوٗن حٲصِل کران۔,حاصل کرنا، اخذ کرنا,,,,,,,,,,,,,
"The present name is derived from an older form.
",موجوٗدٕ ناو چُھ اکہِ پرانہِ ناوٕ منٛزٕ کڑنہٕ آمُت۔,نکالنا، اخذ کرنا,,,,,,,,,,,,,
"They descended from the stairs carefully.
",تِم ؤتھۍ ہیرن احتیاط سان۔,اترنا,,,,,,,,,,,,,
"He described the acccident elaborately.
",تٔمۍ کوٚر حٲدثہٕ وضاحت سان بیان۔,بیان کرنا,,,,,,,,,,,,,
"She describes herself as a preacher.
",سۄ چھِ پنُن تعارُف أکِس مبلغ سٕنٛز حیثیت دِوان,بیان کرنا,,,,,,,,,,,,,
"The child described a perfect circle on the sand.
",بچن بنوو سیٚکہِ پٮ۪ٹھ اکھ مکمل گول,بنایا,,,,,,,,,,,,,
"The description of the event was reported on the newspaper.
",امہِ واقعٕچ وضاحت آیہِ اخبارس منٛز شایع کرنہٕ,تفصیل,,,,,,,,,,,,,
"The boats of all description were tied along the bank.
",پرٛٮ۪تھ کُنہِ قٕسمٕچہِ ناوٕ آسہٕ بٔٹھِس سۭتۍ گٔنٛڈِتھ,قسم,,,,,,,,,,,,,
"The descriptive variable is missing from the sentence.
",جُملہٕ منٛز چُھ توصیٖفی متغیر غٲب,وضاحتی,,,,,,,,,,,,,
"The desegregation of the company is not advisable at this stage.
",کمپنی ہُنٛد یکجُت چُھنہٕ یتھ سٹیجس پٮ۪ٹھ مُمکِن,علیحدگی,,,,,,,,,,,,,
"Deserts have a serene aura at sunset.
",ریگستانس منٛز چُھ آفتاب لوسن وِزِ اکھ پُرسکوٗن احساس آسان,صحراوں,,,,,,,,,,,,,
"The park was deserted towards the evening.
",شامن ٲس پارکہِ منٛز دٕہۍ ژھٮ۪تَے,ویران ہونا,,,,,,,,,,,,,
"The soldier deserted the country.
",سپاہن تروو مُلک,چھوڑنا,,,,,,,,,,,,,
"I think I deserve a reward for my work.
",مےٚ چُھ باسان میٲنۍ کٲم چھِ قٲبلہِ انعام,مستحق ہونا,,,,,,,,,,,,,
"This design is very fascinating.
",یہِ نقشہِ چُھ واریاہ لوٗبوُن,نقشہ,,,,,,,,,,,,,
"The design of the trip was altered altogether.
",سفرُک خاکہٕ اوس مکمل پٲٹھۍ بدلاونہٕ آمُت,خاکہ,,,,,,,,,,,,,
"He contributed majorly in the new design of the instrument.
",آلُک نقشہِ بناونس منٛز کوٚر تٔمۍ اہم کِردار ادا,نقشہ,,,,,,,,,,,,,
"The curtains had beautiful designs on the borders.
",پردن اوس دٔنٛدرن نِشہِ خوٗبصوٗرت نموٗنہٕ بنٲوِتھ,نمونہ،ڈیزائن,,,,,,,,,,,,,
"He holds no good designs for future.
",تٔمِس چُھنہٕ مُستقبِل خٲطرٕ کانٛہہ جان منصوٗبہٕ,منصوبہ,,,,,,,,,,,,,
"We need to design a better work schedule.
",اسہِ پزِ کامہِ ہُنٛد اکھ بہتر شیٚڈوٗل بناوُن,تیار کرنا،بنانا,,,,,,,,,,,,,
"She designed good excuse for her absence from the class.
",تمہِ بنوو کلاس منٛز غٲر حٲضِر روزنہٕ خٲطرٕ اکھ جان بہانہٕ,بنانا,,,,,,,,,,,,,
"He was a designated judge.
",سُہ اوس نام زَد کرنہٕ آمُت جج,نامزد,,,,,,,,,,,,,
"The courtyard was designated as pollution free area.
",آنٛگُن آو آلوٗدگی نِشہِ پاک جاے قرار دِنہٕ,قرار دینا,,,,,,,,,,,,,
"Ram was designated as the Police Chief.
",رام اوس بحیثیت پولیٖس چیٖف نام زَد کرنہٕ آمُت,نام زَد کرنا,,,,,,,,,,,,,
"Hari is a textile designer.
",ۂری چُھ کپُر ک نقشہٕ بناون وول,ڈیزائنر,,,,,,,,,,,,,
"Ram got the desirable job.
",رامس میٖج پسنٛدیٖدٕ نوکری,پسنٛدیدہ،مطلوبہ,,,,,,,,,,,,,
"He has strong desire to leave the country.
",تٔمِس چھِ سخت خٲہِش ملک ترٲونٕچ,خواہش,,,,,,,,,,,,,
"She was his heart`s desire.
",سۄ ٲس تس دِلی خٲہِش,خواہش,,,,,,,,,,,,,
"We desire for a peaceful life.
",اسہِ چھِ اکہِ امن پسنٛد ملکٕچ حسرت,خواہاں,,,,,,,,,,,,,
"This desk is too small.
",یہِ میز چُھ واریاہ لۄکُٹ,میز,,,,,,,,,,,,,
"They were rescued from despair at the last moment.
",تِم آیہِ ناوۄمیدی نِشہِ ٲخری موقعس پٮ۪ٹھ بچاونہٕ,مایوسی,,,,,,,,,,,,,
"They began to despair of ever being rescued.
",تِم ٲس زانٛہہ ناوۄمید گٔمٕتۍ زِ زانٛہہ ی،نۍ تِم بچاونہٕ,مایوس,,,,,,,,,,,,,
"He is desperate to plea for help.
",سُہ چُھ بےٚتاب مدد منٛگنہٕ خٲطرٕ,بےچین,,,,,,,,,,,,,
"He is desperate to his friends.
",تٔمِس چُھ دوستن ہُنٛد امارٕ,بے چین,,,,,,,,,,,,,
"He is waiting desperately to see her.
",سُہ چُھ بےٚتٲبی سان تٔمِس وُچھنس پیاران,شدت سے,,,,,,,,,,,,,
"They enjoyed the picnic despite the bad weather.
",تِمن لوٚگ خراب موسم آسنہٕ باوجوٗد پِکنکَس مزٕ,باوجود,,,,,,,,,,,,,
"It is better to resolve the dispute in between.
",پانوٲنۍ زٲتیات أنٛزراوُن چُھ بہتر,جھگڑا,,,,,,,,,,,,,
"She managed to catch the flight despite being late.
",ژیر گژھنہٕ باوجوٗد تہِ روٚٹ تمہِ جہازٕ,باوجود,,,,,,,,,,,,,
"One can just believe in destiny.
",انسان ہٮ۪کہِ صِرِف تقدیٖرس پٮ۪ٹھ بروسہٕ کٔرِتھ,تقدیر,,,,,,,,,,,,,
"The fire destroyed the house.
",نارن کوٚر مکانہٕ تباہ,تباہ کرنا,,,,,,,,,,,,,
"The thieves destroyed the barking dog.
",ژوٗرو مور وۄروُن ہوٗن,تباہ کرنا،مار دینا,,,,,,,,,,,,,
"The flood did considerable destruction to the crops.
",سہلابن کٔر فصلس کٲفۍ تبٲہی,نقصان,,,,,,,,,,,,,
"The flood caused lot of destruction in the village.
",سہلابن کٔر گامس واریاہ تبٲہی,تباہی,,,,,,,,,,,,,
"He proposed a policy quite destructive to the economy.
",تٔمۍ کٔر سۄ پالسی واضح یۄسہٕ معٲشیت خٲطرٕ تباہ کُن چھےٚ,تباہ کن,,,,,,,,,,,,,
"I want full details of the meeting.
",مےٚ دِ میٖٹنٛگ ہٕنٛز پوٗرٕ تفصیٖل,تفصیلات,,,,,,,,,,,,,
"Many details are missing from the document.
",دستاویز منٛز چھِ واریاہ تفصیٖل غٲر موٗجوٗد,تفصیلات,,,,,,,,,,,,,
"A detail was sent to clear off the fallen trees.
",پیٚمٕتۍ کُلۍ تُلنہٕ خٲطرٕ آیہِ واریاہ تفصیٖل سوزنہٕ,تفصیل,,,,,,,,,,,,,
"The brochure details the operations of the machine.
",برٛوشرس منٛز چھِ مشیٖنہِ چلاونہچہِ دٔلیٖل دِتھ,تفصیل دینا,,,,,,,,,,,,,
The ambulances were detailed to the accident site.,ایمبلنسہٕ آیہِ جایہِ وٲرداتس پٮ۪ٹھ تعینات کرنہٕ,تفصیلی طور پر روانہ کرنا,,,,,,,,,,,,,
"A detailed plan was chalked out to free the captives.
",اکھ تفصیٖلی پلان آو جنٛگی قٲدی رِہا کرنہٕ خٲطرٕ بناونہٕ,تفصیلی,,,,,,,,,,,,,
"They detected high level of lead in the drinking water.
",تِمو وُچھ آبس منٛز لیڈ واریاہ تعدادس منٛز موٗجوٗد,پتہ لگانا,,,,,,,,,,,,,
"I enjoy reading detective novels.
",مےٚ چھِ جاسوٗسی ناولہٕ پرنہِ خۄش کران,جاسوسی,,,,,,,,,,,,,
"We appointed an efficient detective to solve the case.
",اسہِ کٔر أکِس قٲبِل جاسوٗس سٕنٛز تقرری یہِ کیس حل کرنہٕ خٲطرٕ,جاسوس,,,,,,,,,,,,,
"I need detergent to wash the dishes.
",مےٚ چھِ ڈِٹرجنٛٹ ضروٗرت بانہٕ چھلنہٕ خٲطرٕ,صابن,,,,,,,,,,,,,
"The political situation deteriorated after the collapse of the government.
",سرکار پٮ۪نہٕ پتہٕ گٔیہِ سیٲسی حالات ابتر,بگڑنا,,,,,,,,,,,,,
"He started the project work with great determination.
",تٔمۍ کٔر پروجکٹٕچ کٲم مُسَمم ارادٕ سۭتۍ شروٗع,عزم,,,,,,,,,,,,,
"It can determine your further prospectus.
",یہِ کرِ چانہِ مزیٖد پراسپیکٹسُک فٲصلہٕ,تعین کرنا,,,,,,,,,,,,,
"He is a self determined person.
",سُہ چُھ ثٲبِت قدم انسان,پرعزم,,,,,,,,,,,,,
"It was tough for the army to fight a determined enemy.
",فوجس خٲطرٕ اوس واریاہ مُشکِل منصوٗبہٕ بنٛد دشمنس سۭتۍ لڑُں,پرعزم,,,,,,,,,,,,,
"We can develop a better strategy.
",أسۍ ہٮ۪کو اکھ بہتر حکمت عملی تکمیٖل دِتھ,تیار کرنا،بنانا,,,,,,,,,,,,,
"USA is a developed country.
",امیٖکا چُھ اکھ ترقی یافتہٕ ملک,ترقی یافتہ,,,,,,,,,,,,,
"India is a developing country.
",ہنٛدوستان چُھ اکھ ترقی پزیٖر ملک,ترقی پزیر,,,,,,,,,,,,,
"The new scheme for the development of villages is constructive.
",گامن ہٕنٛزِ ترقی خٲطرٕ چھِ نٔو سِکیٖم تعمیٖر کُن,ترقی,,,,,,,,,,,,,
"The deviation from the party is seen as betrayal.
",پارٹی نِشہِ انحراف چُھ یوان غدٲری ماننہٕ,انحراف,,,,,,,,,,,,,
"The minister was accused of deviation from the party code.
",منسٹرس اوس پارٹی کوڈ نِشہِ انحرافُک الزام دِنہٕ آمُت,انحراف,,,,,,,,,,,,,
"India has developed its own nuclear device.
",ہنٛدوستانن چُھ پنُن بمٛب بنوومُت,جوہری آلہ,,,,,,,,,,,,,
"The poet has a distinct device of metaphorical expression.
",شٲعرس چُھ پنُن اکھ مُنفرد استعارٲتی اظہارُک طٔریٖقہٕ آسان,آلہ,,,,,,,,,,,,,
"His kids are little devils.
",تٔمِس چھِ بچہِ شیطان,شیطان,,,,,,,,,,,,,
"We devised a scheme to clean the city.
",اسہِ کٔر شہر صاف کرنٕچ اکھ تدبیٖر تشکیٖل,تیار کرنا,,,,,,,,,,,,,
"I devote a lot of time to my studies.
",بہٕ چھس واریاہ وقت پننس پرنس وقف کران,وقف کرنا,,,,,,,,,,,,,
"I am devoted to my father.
",بہٕ چھس پننِس مٲلِس وفادار,عقیدت رکھنا,,,,,,,,,,,,,
"He is a devoted husband.
",سُہ چُھ وفادار خاندار,عقیدتمند,,,,,,,,,,,,,
"He has no devotion towards his family.
",سُہ چُھنہٕ پننِس عیالس خٲطرٕ جان نثار,عقیدت,,,,,,,,,,,,,
"We need to measure the diameter of the round window.
","اسہِ پزِ گول دارِ ہُنٛد قطرٕ مینُن
",قطر,,,,,,,,,,,,,
"She bought a diamond studded ring.
",تٔمۍ أنۍ ہیٖرٕ سۭتۍ جٔرِتھ وٲج۔,ہیرا,,,,,,,,,,,,,
"He lost all his cash in the game of dice.
",تٔمِس گوٚو پانٛسہٕ کِس کھیلس منٛز سورُے پونٛسہٕ اتھٕ۔,پانسہ، نرد,,,,,,,,,,,,,
"He is a dictator by nature.
",سُہ چُھ مِزازٕ کِنۍ اکھ تاناشاہ۔,آمر، نادری حکم دینے والا,,,,,,,,,,,,,
"You better look it up in the dictionary.
",بہتر روزِ اگر تُہۍ یہِ لُغاتہِ منٛز وٕچِھو۔,لغت,,,,,,,,,,,,,
